#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AKT1	TREM2	9606.ENSP00000451828	9606.ENSP00000362205	0	0	0	0	0	0	0	0.449	0.449
AKT1	SRC	9606.ENSP00000451828	9606.ENSP00000362680	0	0	0.391	0.562	0.098	0.683	0.900	0.986	0.985
AKT1	MAP1LC3A	9606.ENSP00000451828	9606.ENSP00000363970	0	0	0	0	0	0.103	0	0.673	0.694
AKT1	PINK1	9606.ENSP00000451828	9606.ENSP00000364204	0	0	0	0	0	0.282	0	0.649	0.738
AKT1	FOXO1	9606.ENSP00000451828	9606.ENSP00000368880	0	0	0	0	0.048	0.889	0.900	0.859	0.998
AKT1	SQSTM1	9606.ENSP00000451828	9606.ENSP00000374455	0	0	0	0	0	0.104	0	0.684	0.705
AKT1	MAPK8	9606.ENSP00000451828	9606.ENSP00000378974	0	0	0.417	0.573	0.084	0.315	0	0.810	0.642
AKT1	BCL2	9606.ENSP00000451828	9606.ENSP00000381185	0	0	0	0	0.062	0	0.900	0.457	0.944
AKT1	FOXO3	9606.ENSP00000451828	9606.ENSP00000385824	0	0	0	0	0.055	0.939	0.900	0.972	0.999
AKT1	LAMP2	9606.ENSP00000451828	9606.ENSP00000408411	0	0	0	0	0	0.076	0	0.513	0.531
AKT1	IL10	9606.ENSP00000451828	9606.ENSP00000412237	0	0	0	0	0	0.060	0	0.690	0.697
AKT1	PARK7	9606.ENSP00000451828	9606.ENSP00000418770	0	0	0	0	0	0.132	0	0.518	0.563
AKT1	NEDD4	9606.ENSP00000451828	9606.ENSP00000424827	0	0	0	0	0.065	0.298	0	0.502	0.644
AKT1	ATG12	9606.ENSP00000451828	9606.ENSP00000425107	0	0	0	0	0	0.056	0	0.627	0.633
AKT1	AMBRA1	9606.ENSP00000451828	9606.ENSP00000431926	0	0	0	0	0.071	0.063	0	0.391	0.424
AKT1	CAPN1	9606.ENSP00000451828	9606.ENSP00000431984	0	0	0	0	0.090	0.282	0	0.402	0.575
AKT1	ATG13	9606.ENSP00000451828	9606.ENSP00000432412	0	0	0	0	0.062	0	0	0.754	0.760
AKT1	CASP1	9606.ENSP00000451828	9606.ENSP00000433138	0	0	0	0	0	0.063	0	0.576	0.586
AKT1	HIF1A	9606.ENSP00000451828	9606.ENSP00000437955	0	0	0	0	0	0.261	0.900	0.887	0.990
AKT1	DDIT3	9606.ENSP00000451828	9606.ENSP00000448665	0	0	0	0	0	0.058	0	0.595	0.603
AKT1	GFAP	9606.ENSP00000451828	9606.ENSP00000468500	0	0	0	0	0	0.090	0	0.565	0.588
AKT1	IKBKG	9606.ENSP00000451828	9606.ENSP00000483825	0	0	0	0	0.076	0.452	0.900	0.509	0.971
AMBRA1	TSC2	9606.ENSP00000431926	9606.ENSP00000219476	0	0	0	0	0.062	0	0	0.422	0.435
AMBRA1	PRKAB1	9606.ENSP00000431926	9606.ENSP00000229328	0	0	0	0	0	0	0.900	0.131	0.909
AMBRA1	PRKAB2	9606.ENSP00000431926	9606.ENSP00000254101	0	0	0	0	0	0	0.900	0.062	0.902
AMBRA1	DRAM1	9606.ENSP00000431926	9606.ENSP00000258534	0	0	0	0	0	0	0	0.474	0.474
AMBRA1	PIK3C3	9606.ENSP00000431926	9606.ENSP00000262039	0	0	0	0	0.082	0.316	0.600	0.988	0.996
AMBRA1	WIPI1	9606.ENSP00000431926	9606.ENSP00000262139	0	0	0	0	0.068	0	0	0.654	0.664
AMBRA1	GABARAPL1	9606.ENSP00000431926	9606.ENSP00000266458	0	0	0	0	0.052	0	0	0.653	0.656
AMBRA1	MAP1LC3B	9606.ENSP00000431926	9606.ENSP00000268607	0	0	0	0	0.052	0.270	0	0.697	0.772
AMBRA1	ATG3	9606.ENSP00000431926	9606.ENSP00000283290	0	0	0	0	0.062	0.129	0	0.702	0.736
AMBRA1	PRKAG2	9606.ENSP00000431926	9606.ENSP00000287878	0	0	0	0	0.062	0	0.900	0.078	0.905
AMBRA1	HDAC6	9606.ENSP00000431926	9606.ENSP00000334061	0	0	0	0	0.062	0.113	0	0.439	0.492
AMBRA1	HSP90AA1	9606.ENSP00000431926	9606.ENSP00000335153	0	0	0	0	0.049	0.374	0	0.225	0.498
AMBRA1	ATG101	9606.ENSP00000431926	9606.ENSP00000338990	0	0	0	0	0.062	0	0.900	0.715	0.970
AMBRA1	PRKAA1	9606.ENSP00000431926	9606.ENSP00000346148	0	0	0	0	0.062	0.061	0.900	0.249	0.925
AMBRA1	ATG7	9606.ENSP00000431926	9606.ENSP00000346437	0	0	0	0	0.063	0	0	0.744	0.750
AMBRA1	TFEB	9606.ENSP00000431926	9606.ENSP00000351742	0	0	0	0	0	0	0	0.536	0.536
AMBRA1	MTOR	9606.ENSP00000431926	9606.ENSP00000354558	0	0	0	0	0.081	0.292	0	0.556	0.686
AMBRA1	BECN1	9606.ENSP00000431926	9606.ENSP00000355231	0	0	0	0	0.062	0.892	0.600	0.990	0.999
AMBRA1	MCL1	9606.ENSP00000431926	9606.ENSP00000358022	0	0	0	0	0.049	0	0	0.818	0.820
AMBRA1	ATG5	9606.ENSP00000431926	9606.ENSP00000358072	0	0	0	0	0	0	0	0.743	0.743
AMBRA1	PRKAA2	9606.ENSP00000431926	9606.ENSP00000360290	0	0	0	0	0.062	0.061	0.900	0.113	0.911
AMBRA1	SRC	9606.ENSP00000431926	9606.ENSP00000362680	0	0	0	0	0	0.063	0	0.477	0.489
AMBRA1	MAP1LC3A	9606.ENSP00000431926	9606.ENSP00000363970	0	0	0	0	0.052	0.270	0	0.581	0.685
AMBRA1	PINK1	9606.ENSP00000431926	9606.ENSP00000364204	0	0	0	0	0	0	0	0.606	0.606
AMBRA1	OPTN	9606.ENSP00000431926	9606.ENSP00000368022	0	0	0	0	0	0	0	0.520	0.520
AMBRA1	SQSTM1	9606.ENSP00000431926	9606.ENSP00000374455	0	0	0	0	0.051	0.055	0	0.659	0.668
AMBRA1	DYNLL1	9606.ENSP00000431926	9606.ENSP00000376297	0	0	0	0	0.054	0.431	0.600	0.217	0.809
AMBRA1	LAMP2	9606.ENSP00000431926	9606.ENSP00000408411	0	0	0	0	0	0	0	0.449	0.449
AMBRA1	MFN1	9606.ENSP00000431926	9606.ENSP00000420617	0	0	0	0	0.065	0	0	0.392	0.407
AMBRA1	ATG12	9606.ENSP00000431926	9606.ENSP00000425107	0	0	0	0	0	0	0	0.793	0.793
AMBRA1	ATG13	9606.ENSP00000431926	9606.ENSP00000432412	0	0	0	0	0.063	0.270	0.900	0.757	0.981
ATG101	TSC2	9606.ENSP00000338990	9606.ENSP00000219476	0	0	0	0	0.052	0	0	0.519	0.525
ATG101	PRKAB1	9606.ENSP00000338990	9606.ENSP00000229328	0	0	0	0	0.062	0	0.600	0.140	0.649
ATG101	TMEM59	9606.ENSP00000338990	9606.ENSP00000234831	0	0	0	0	0	0	0	0.702	0.702
ATG101	PRKAB2	9606.ENSP00000338990	9606.ENSP00000254101	0	0	0	0	0.062	0	0.600	0.065	0.618
ATG101	DRAM1	9606.ENSP00000338990	9606.ENSP00000258534	0	0	0	0	0	0	0	0.416	0.416
ATG101	PIK3C3	9606.ENSP00000338990	9606.ENSP00000262039	0	0	0	0	0.062	0.270	0.900	0.911	0.993
ATG101	WIPI1	9606.ENSP00000338990	9606.ENSP00000262139	0	0	0	0	0.085	0	0	0.903	0.908
ATG101	GABARAPL1	9606.ENSP00000338990	9606.ENSP00000266458	0	0	0	0	0.080	0.059	0	0.830	0.840
ATG101	MAP1LC3B	9606.ENSP00000338990	9606.ENSP00000268607	0	0	0	0	0.119	0.270	0	0.643	0.750
ATG101	NRBF2	9606.ENSP00000338990	9606.ENSP00000277746	0	0	0	0	0	0	0.600	0.392	0.746
ATG101	LAMTOR1	9606.ENSP00000338990	9606.ENSP00000278671	0	0	0	0	0.063	0	0.600	0.072	0.621
ATG101	ATG3	9606.ENSP00000338990	9606.ENSP00000283290	0	0	0	0	0.152	0	0	0.891	0.904
ATG101	PRKAG2	9606.ENSP00000338990	9606.ENSP00000287878	0	0	0	0	0.062	0	0.600	0.074	0.622
ATG101	WDR41	9606.ENSP00000338990	9606.ENSP00000296679	0	0	0	0	0.063	0.270	0	0.479	0.613
ATG101	PINK1	9606.ENSP00000338990	9606.ENSP00000364204	0	0	0	0	0.062	0	0	0.435	0.447
ATG101	LAMP2	9606.ENSP00000338990	9606.ENSP00000408411	0	0	0	0	0.062	0	0	0.435	0.448
ATG101	OPTN	9606.ENSP00000338990	9606.ENSP00000368022	0	0	0	0	0	0	0	0.484	0.484
ATG101	TFEB	9606.ENSP00000338990	9606.ENSP00000351742	0	0	0	0	0.062	0	0	0.495	0.506
ATG101	WDR45B	9606.ENSP00000338990	9606.ENSP00000376139	0	0	0	0	0.066	0	0	0.497	0.510
ATG101	PRKAA1	9606.ENSP00000338990	9606.ENSP00000346148	0	0	0	0	0.062	0	0.600	0.074	0.622
ATG101	WDR45	9606.ENSP00000338990	9606.ENSP00000348848	0	0	0	0	0.073	0	0	0.622	0.635
ATG101	PRKAA2	9606.ENSP00000338990	9606.ENSP00000360290	0	0	0	0	0.062	0	0.600	0.129	0.644
ATG101	RRAGD	9606.ENSP00000338990	9606.ENSP00000358423	0	0	0	0	0	0	0.600	0.180	0.658
ATG101	SQSTM1	9606.ENSP00000338990	9606.ENSP00000374455	0	0	0	0	0.066	0.187	0	0.718	0.767
ATG101	MAP1LC3A	9606.ENSP00000338990	9606.ENSP00000363970	0	0	0	0	0.080	0.500	0	0.695	0.847
ATG101	ATG7	9606.ENSP00000338990	9606.ENSP00000346437	0	0	0	0	0.065	0	0	0.889	0.891
ATG101	DYNLL1	9606.ENSP00000338990	9606.ENSP00000376297	0	0	0	0	0.057	0	0.900	0	0.901
ATG101	ATG12	9606.ENSP00000338990	9606.ENSP00000425107	0	0	0	0	0.110	0.061	0	0.907	0.915
ATG101	ATG5	9606.ENSP00000338990	9606.ENSP00000358072	0	0	0	0	0.062	0.305	0	0.898	0.928
ATG101	FOXO3	9606.ENSP00000338990	9606.ENSP00000385824	0	0	0	0	0	0.411	0	0.915	0.948
ATG101	MTOR	9606.ENSP00000338990	9606.ENSP00000354558	0	0	0	0	0	0	0.800	0.771	0.952
ATG101	BECN1	9606.ENSP00000338990	9606.ENSP00000355231	0	0	0	0	0.137	0.270	0.900	0.900	0.992
ATG101	ATG13	9606.ENSP00000338990	9606.ENSP00000432412	0	0	0	0	0	0.988	0.800	0.995	0.999
ATG12	SIRT1	9606.ENSP00000425107	9606.ENSP00000212015	0	0	0	0	0	0	0	0.523	0.523
ATG12	XBP1	9606.ENSP00000425107	9606.ENSP00000216037	0	0	0	0	0	0	0	0.463	0.463
ATG12	TSC2	9606.ENSP00000425107	9606.ENSP00000219476	0	0	0	0	0	0	0	0.640	0.640
ATG12	GAPDH	9606.ENSP00000425107	9606.ENSP00000229239	0	0	0	0	0.062	0	0	0.546	0.556
ATG12	TMEM59	9606.ENSP00000425107	9606.ENSP00000234831	0	0	0	0	0	0	0	0.440	0.440
ATG12	DRAM1	9606.ENSP00000425107	9606.ENSP00000258534	0	0	0	0	0	0	0	0.572	0.572
ATG12	PIK3C3	9606.ENSP00000425107	9606.ENSP00000262039	0	0	0	0	0.062	0.101	0.650	0.944	0.981
ATG12	WIPI1	9606.ENSP00000425107	9606.ENSP00000262139	0	0	0	0	0	0.460	0	0.943	0.968
ATG12	GABARAPL1	9606.ENSP00000425107	9606.ENSP00000266458	0	0	0	0	0.063	0.375	0.900	0.985	0.999
ATG12	MAP1LC3B	9606.ENSP00000425107	9606.ENSP00000268607	0	0	0	0	0.062	0.384	0.600	0.931	0.982
ATG12	TP53	9606.ENSP00000425107	9606.ENSP00000269305	0	0	0	0	0	0	0	0.503	0.503
ATG12	ATG3	9606.ENSP00000425107	9606.ENSP00000283290	0	0	0	0	0.066	0.992	0.900	0.995	0.999
ATG12	CASP3	9606.ENSP00000425107	9606.ENSP00000311032	0	0	0	0	0	0.056	0	0.600	0.606
ATG12	HDAC6	9606.ENSP00000425107	9606.ENSP00000334061	0	0	0	0	0	0	0	0.455	0.455
ATG12	PTK2	9606.ENSP00000425107	9606.ENSP00000341189	0	0	0	0	0	0.300	0	0.246	0.450
ATG12	ATG7	9606.ENSP00000425107	9606.ENSP00000346437	0	0	0	0	0.063	0.941	0.800	0.995	0.999
ATG12	WDR45	9606.ENSP00000425107	9606.ENSP00000348848	0	0	0	0	0.062	0.059	0	0.662	0.676
ATG12	TFEB	9606.ENSP00000425107	9606.ENSP00000351742	0	0	0	0	0	0	0	0.578	0.578
ATG12	MTOR	9606.ENSP00000425107	9606.ENSP00000354558	0	0	0	0	0	0.148	0	0.715	0.746
ATG12	BECN1	9606.ENSP00000425107	9606.ENSP00000355231	0	0	0	0	0.063	0.323	0.650	0.953	0.988
ATG12	MCL1	9606.ENSP00000425107	9606.ENSP00000358022	0	0	0	0	0	0.270	0	0.954	0.965
ATG12	ATG5	9606.ENSP00000425107	9606.ENSP00000358072	0	0	0	0	0.063	0.995	0.800	0.996	0.999
ATG12	MAP1LC3A	9606.ENSP00000425107	9606.ENSP00000363970	0	0	0	0	0.056	0.375	0.600	0.895	0.972
ATG12	PINK1	9606.ENSP00000425107	9606.ENSP00000364204	0	0	0	0	0	0	0	0.653	0.653
ATG12	OPTN	9606.ENSP00000425107	9606.ENSP00000368022	0	0	0	0	0	0	0	0.683	0.684
ATG12	FOXO1	9606.ENSP00000425107	9606.ENSP00000368880	0	0	0	0	0	0	0	0.417	0.417
ATG12	SQSTM1	9606.ENSP00000425107	9606.ENSP00000374455	0	0	0	0	0.049	0.061	0.600	0.881	0.952
ATG12	WDR45B	9606.ENSP00000425107	9606.ENSP00000376139	0	0	0	0	0.062	0.058	0	0.594	0.610
ATG12	MAPK8	9606.ENSP00000425107	9606.ENSP00000378974	0	0	0	0	0	0	0	0.458	0.458
ATG12	BCL2	9606.ENSP00000425107	9606.ENSP00000381185	0	0	0	0	0	0.270	0	0.360	0.513
ATG12	FOXO3	9606.ENSP00000425107	9606.ENSP00000385824	0	0	0	0	0	0	0	0.596	0.596
ATG12	ERN1	9606.ENSP00000425107	9606.ENSP00000401445	0	0	0	0	0.062	0.056	0	0.470	0.490
ATG12	LAMP2	9606.ENSP00000425107	9606.ENSP00000408411	0	0	0	0	0.062	0.045	0	0.651	0.660
ATG12	MFN1	9606.ENSP00000425107	9606.ENSP00000420617	0	0	0	0	0.063	0	0.600	0.350	0.735
ATG12	MAP1LC3B2	9606.ENSP00000425107	9606.ENSP00000450524	0	0	0	0	0.062	0.375	0	0.696	0.806
ATG12	ATG13	9606.ENSP00000425107	9606.ENSP00000432412	0	0	0	0	0.062	0.061	0	0.926	0.929
ATG13	TSC2	9606.ENSP00000432412	9606.ENSP00000219476	0	0	0	0	0.065	0	0	0.692	0.699
ATG13	PRKAB1	9606.ENSP00000432412	9606.ENSP00000229328	0	0	0	0	0	0	0.600	0.233	0.680
ATG13	TMEM59	9606.ENSP00000432412	9606.ENSP00000234831	0	0	0	0	0.062	0	0	0.706	0.712
ATG13	SESN2	9606.ENSP00000432412	9606.ENSP00000253063	0	0	0	0	0	0.270	0	0.355	0.509
ATG13	PRKAB2	9606.ENSP00000432412	9606.ENSP00000254101	0	0	0	0	0	0	0.600	0.082	0.617
ATG13	DRAM1	9606.ENSP00000432412	9606.ENSP00000258534	0	0	0	0	0	0	0	0.481	0.481
ATG13	PIK3C3	9606.ENSP00000432412	9606.ENSP00000262039	0	0	0	0	0	0.270	0.900	0.939	0.995
ATG13	WIPI1	9606.ENSP00000432412	9606.ENSP00000262139	0	0	0	0	0.076	0	0	0.863	0.868
ATG13	GABARAPL1	9606.ENSP00000432412	9606.ENSP00000266458	0	0	0	0	0.065	0.623	0	0.918	0.968
ATG13	MAP1LC3B	9606.ENSP00000432412	9606.ENSP00000268607	0	0	0	0	0.063	0.746	0	0.750	0.935
ATG13	NRBF2	9606.ENSP00000432412	9606.ENSP00000277746	0	0	0	0	0	0	0	0.401	0.400
ATG13	LAMTOR1	9606.ENSP00000432412	9606.ENSP00000278671	0	0	0	0	0	0	0.600	0.218	0.674
ATG13	ATG3	9606.ENSP00000432412	9606.ENSP00000283290	0	0	0	0	0.062	0	0	0.910	0.912
ATG13	PRKAG2	9606.ENSP00000432412	9606.ENSP00000287878	0	0	0	0	0.053	0	0.600	0.085	0.623
ATG13	WDR41	9606.ENSP00000432412	9606.ENSP00000296679	0	0	0	0	0	0	0	0.483	0.483
ATG13	STK11	9606.ENSP00000432412	9606.ENSP00000324856	0	0	0	0	0.062	0	0	0.527	0.538
ATG13	PTK2	9606.ENSP00000432412	9606.ENSP00000341189	0	0	0	0	0	0	0	0.790	0.790
ATG13	PRKAA1	9606.ENSP00000432412	9606.ENSP00000346148	0	0	0	0	0	0	0.600	0.238	0.682
ATG13	ATG7	9606.ENSP00000432412	9606.ENSP00000346437	0	0	0	0	0.063	0	0	0.941	0.943
ATG13	WAC	9606.ENSP00000432412	9606.ENSP00000346986	0	0	0	0	0	0	0	0.521	0.521
ATG13	WDR45	9606.ENSP00000432412	9606.ENSP00000348848	0	0	0	0	0.065	0	0	0.521	0.533
ATG13	TFEB	9606.ENSP00000432412	9606.ENSP00000351742	0	0	0	0	0	0	0	0.647	0.647
ATG13	MTOR	9606.ENSP00000432412	9606.ENSP00000354558	0	0	0	0	0.062	0	0.900	0.972	0.997
ATG13	BECN1	9606.ENSP00000432412	9606.ENSP00000355231	0	0	0	0	0.064	0.486	0.900	0.959	0.997
ATG13	ATG5	9606.ENSP00000432412	9606.ENSP00000358072	0	0	0	0	0	0.305	0	0.927	0.947
ATG13	RRAGD	9606.ENSP00000432412	9606.ENSP00000358423	0	0	0	0	0	0	0.600	0.355	0.731
ATG13	PRKAA2	9606.ENSP00000432412	9606.ENSP00000360290	0	0	0	0	0	0	0.600	0.216	0.673
ATG13	MAP1LC3A	9606.ENSP00000432412	9606.ENSP00000363970	0	0	0	0	0.083	0.774	0	0.896	0.976
ATG13	PINK1	9606.ENSP00000432412	9606.ENSP00000364204	0	0	0	0	0.062	0.151	0	0.734	0.769
ATG13	OPTN	9606.ENSP00000432412	9606.ENSP00000368022	0	0	0	0	0	0	0	0.531	0.531
ATG13	SQSTM1	9606.ENSP00000432412	9606.ENSP00000374455	0	0	0	0	0	0.187	0	0.768	0.803
ATG13	DYNLL1	9606.ENSP00000432412	9606.ENSP00000376297	0	0	0	0	0	0	0.900	0.049	0.900
ATG13	FOXO3	9606.ENSP00000432412	9606.ENSP00000385824	0	0	0	0	0	0	0	0.509	0.509
ATG13	LAMP2	9606.ENSP00000432412	9606.ENSP00000408411	0	0	0	0	0	0	0	0.570	0.570
ATG3	SIRT1	9606.ENSP00000283290	9606.ENSP00000212015	0	0	0	0	0	0	0	0.423	0.423
ATG3	TSC2	9606.ENSP00000283290	9606.ENSP00000219476	0	0	0	0	0.068	0	0	0.508	0.522
ATG3	GAPDH	9606.ENSP00000283290	9606.ENSP00000229239	0	0	0	0	0.176	0	0	0.687	0.731
ATG3	DRAM1	9606.ENSP00000283290	9606.ENSP00000258534	0	0	0	0	0	0	0	0.524	0.524
ATG3	PIK3C3	9606.ENSP00000283290	9606.ENSP00000262039	0	0	0	0	0.104	0.179	0.650	0.925	0.978
ATG3	WIPI1	9606.ENSP00000283290	9606.ENSP00000262139	0	0	0	0	0.065	0.244	0	0.875	0.904
ATG3	GABARAPL1	9606.ENSP00000283290	9606.ENSP00000266458	0	0	0	0	0.167	0.792	0.800	0.994	0.999
ATG3	MAP1LC3B	9606.ENSP00000283290	9606.ENSP00000268607	0	0	0	0	0.204	0.901	0.600	0.953	0.998
ATG3	TP53	9606.ENSP00000283290	9606.ENSP00000269305	0	0	0	0	0	0	0	0.414	0.414
ATG3	FOXO3	9606.ENSP00000283290	9606.ENSP00000385824	0	0	0	0	0	0	0	0.406	0.406
ATG3	GSK3B	9606.ENSP00000283290	9606.ENSP00000324806	0	0	0	0	0.079	0.166	0	0.312	0.426
ATG3	HDAC6	9606.ENSP00000283290	9606.ENSP00000334061	0	0	0	0	0.062	0.068	0	0.398	0.427
ATG3	VPS39	9606.ENSP00000283290	9606.ENSP00000335193	0	0	0	0	0.062	0	0	0.425	0.437
ATG3	HSP90AA1	9606.ENSP00000283290	9606.ENSP00000335153	0	0	0	0	0.190	0	0	0.335	0.439
